"","x"
"7976","NSRP1"
"7977","HSPA9"
"7978","SUV39H1"
"7979","KLHL7"
"7980","RNF166"
"7981","PWWP2B"
"7982","PSMB10"
"7983","FLVCR2"
"7984","PCDHA13"
"7985","AGPAT3"
"7986","CCDC87"
"7987","NDUFAF4"
"7988","TMEM184A"
"7989","FAM83H-AS1"
"7990","XKRX"
"7991","NARF"
"7992","USP46"
"7993","CDC40"
"7994","HINT3"
"7995","SETMAR"
"7996","TIMM10B"
"7997","LPAR1"
"7998","PHYKPL"
"7999","NEDD4L"
"8000","AP3S1"
"8001","RGMB"
"8002","PLEKHG2"
"8003","LOC643072"
"8004","IL22RA1"
"8005","LOC400867"
"8006","ZNF496"
"8007","RPS14P3"
"8008","RAP1B"
"8009","ANKFY1"
"8010","MARCKSL1"
"8011","PPP1R7"
"8012","LARP4"
"8013","CBLN3"
"8014","DYRK4"
"8015","TNKS1BP1"
"8016","B3GALT5"
"8017","ECHDC1"
"8018","ARHGEF33"
"8019","MIR642A"
"8020","ACAD11"
"8021","FBLN5"
"8022","COQ10A"
"8023","GEN1"
"8024","SLC25A53"
"8025","LONRF2"
"8026","CAND2"
"8027","TNNT1"
"8028","MIR3175"
"8029","ETV7"
"8030","LCMT1"
"8031","RGL2"
"8032","ENPP1"
"8033","H2AFY2"
"8034","DSN1"
"8035","CLEC18B"
"8036","MRPL46"
"8037","FRG1"
"8038","CCDC167"
"8039","ITIH4"
"8040","TTLL10"
"8041","YBX3"
"8042","SNORA70"
"8043","FBXL14"
"8044","MUC21"
"8045","SERINC3"
"8046","TMEM183A"
"8047","HES1"
"8048","ST3GAL6"
"8049","SCG5"
"8050","KIAA0232"
"8051","ZNF30"
"8052","C1QTNF8"
"8053","CH25H"
"8054","NEIL2"
"8055","SAMD4A"
"8056","PKIB"
"8057","ZSCAN32"
"8058","FAM153B"
"8059","TMEM120A"
"8060","KIDINS220"
"8061","LOC102503427"
"8062","KRTCAP3"
"8063","PTTG1IP"
"8064","ZNF839"
"8065","ENOX1"
"8066","FLJ46906"
"8067","CACUL1"
"8068","PPP2R2D"
"8069","RHCE"
"8070","EXOC3L1"
"8071","COL3A1"
"8072","LINC00598"
"8073","CDKL5"
"8074","GGT7"
"8075","SNORA67"
"8076","HDHD3"
"8077","TMEM126A"
"8078","CRIP2"
"8079","ACTN4"
"8080","ZNF74"
"8081","LYSMD1"
"8082","ACKR3"
"8083","TAF5"
"8084","DNAH5"
"8085","SLC25A36"
"8086","DFFB"
"8087","FNDC3B"
"8088","BACH2"
"8089","MRPS9"
"8090","SEMA3B-AS1"
"8091","NKX3-1"
"8092","EIF4A3"
"8093","UBE3D"
"8094","ZFP3"
"8095","USE1"
"8096","SLC44A4"
"8097","SH3D21"
"8098","ZNF283"
"8099","SNORA47"
"8100","ZNF780A"
"8101","PRPS1"
"8102","CCDC136"
"8103","PLEKHF2"
"8104","PDPN"
"8105","FAM110B"
"8106","TBRG1"
"8107","NEDD1"
"8108","KCNJ5"
"8109","LGR6"
"8110","CHPT1"
"8111","FITM1"
"8112","ACADSB"
"8113","WDR61"
"8114","VNN1"
"8115","GOLGA4"
"8116","PEX5L"
"8117","HS3ST6"
"8118","BCAR1"
"8119","TAMM41"
"8120","SPATC1L"
"8121","SIPA1"
"8122","RNF167"
"8123","AZU1"
"8124","KIAA0930"
"8125","CCDC110"
"8126","COL18A1"
"8127","SOCS2"
"8128","LRMP"
"8129","PEX11B"
"8130","CNDP2"
"8131","REPS1"
"8132","CASP7"
"8133","VAMP1"
"8134","YLPM1"
"8135","BET1"
"8136","DCAF13P3"
"8137","DNAJB5"
"8138","IL10RB"
"8139","TIPIN"
"8140","MRAP2"
"8141","CLEC2D"
"8142","RHOBTB1"
"8143","LINC00939"
"8144","PLAT"
"8145","PNN"
"8146","BNIP1"
"8147","RPL7A"
"8148","KLK7"
"8149","DSG3"
"8150","HIST1H3F"
"8151","DLG3-AS1"
"8152","LINC00294"
"8153","LCOR"
"8154","ALYREF"
"8155","ATG9A"
"8156","TMEM81"
"8157","FAM24B"
"8158","TLR2"
"8159","ADNP2"
"8160","ATPAF1"
"8161","FAM120B"
"8162","MTMR10"
"8163","UBR3"
"8164","MED22"
"8165","NIT1"
"8166","KDELR2"
"8167","INO80E"
"8168","BAHD1"
"8169","HSD17B12"
"8170","GLUD2"
"8171","MIOS"
"8172","SNORD88B"
"8173","FLJ42627"
"8174","SIN3A"
"8175","ZNF619"
"8176","HYAL3"
"8177","GPAT2"
"8178","NFE2L1"
"8179","NTMT1"
"8180","SNORD12B"
"8181","ERV3-1"
"8182","LRRK1"
"8183","CC2D2A"
"8184","INO80D"
"8185","TANGO6"
"8186","SFXN2"
"8187","DCPS"
"8188","FECH"
"8189","DIS3L"
"8190","ELP6"
"8191","TOM1"
"8192","CDKN1A"
"8193","FASTKD5"
"8194","SP100"
"8195","HSP90B2P"
"8196","DZIP1"
"8197","NPM1"
"8198","BOK-AS1"
"8199","BIN1"
"8200","ST14"
"8201","EIF3G"
"8202","C14orf119"
"8203","SOS2"
"8204","FGFR4"
"8205","ATF2"
"8206","PPP1R3G"
"8207","NUDT19"
"8208","THUMPD1"
"8209","LAMTOR4"
"8210","SHISA8"
"8211","PBX1"
"8212","SIDT1"
"8213","MDH2"
"8214","CCDC102B"
"8215","BBS4"
"8216","CRTC2"
"8217","RAD51C"
"8218","NAV2"
"8219","VPS13D"
"8220","MRPS26"
"8221","CBLC"
"8222","CTR9"
"8223","NHLRC4"
"8224","TMEM217"
"8225","DEK"
"8226","FAU"
"8227","MORN1"
"8228","DAB2IP"
"8229","SERPIND1"
"8230","ZBTB7B"
"8231","TMED7"
"8232","CUL3"
"8233","SIRT3"
"8234","FOXA2"
"8235","PRDX5"
"8236","ZNF333"
"8237","PRR15"
"8238","NAF1"
"8239","DHX32"
"8240","DICER1-AS1"
"8241","SPRR2D"
"8242","LRP4"
"8243","C2orf72"
"8244","RECQL4"
"8245","CDKL3"
"8246","CCDC24"
"8247","KNCN"
"8248","EMC3"
"8249","SNTB1"
"8250","LOC100996437"
"8251","AMN1"
"8252","PCDHB8"
"8253","GABRB3"
"8254","PBDC1"
"8255","TRIT1"
"8256","NUMBL"
"8257","UNC119"
"8258","FOXN4"
"8259","ZNF248"
"8260","PLSCR2"
"8261","RYR3"
"8262","PON2"
"8263","LINC01273"
"8264","PRKG2"
"8265","LOC101928371"
"8266","PIM1"
"8267","OVOL1"
"8268","HSDL2"
"8269","SFXN1"
"8270","EMG1"
"8271","WDR89"
"8272","HCAR2"
"8273","HOXB5"
"8274","GTF2IRD1"
"8275","TP53BP2"
"8276","SYNC"
"8277","ARHGEF25"
"8278","TICAM2"
"8279","DGKH"
"8280","PRKG1-AS1"
"8281","DLAT"
"8282","PLBD2"
"8283","CFDP1"
"8284","MARCH10"
"8285","ZNF227"
"8286","ZHX1-C8orf76"
"8287","SIGMAR1"
"8288","SOX9-AS1"
"8289","FLJ37453"
"8290","SECISBP2"
"8291","IP6K2"
"8292","CIART"
"8293","SDE2"
"8294","LGALS9B"
"8295","TMEM168"
"8296","CYTH2"
"8297","ZFYVE1"
"8298","ANKRD34A"
"8299","SNX29P1"
"8300","COPS4"
"8301","TTLL6"
"8302","MFSD10"
"8303","KLHL38"
"8304","IFT57"
"8305","PI4KAP2"
"8306","SIAH3"
"8307","ZNF761"
"8308","NPLOC4"
"8309","RIIAD1"
"8310","MAPKAPK3"
"8311","SERPINF2"
"8312","MSX2"
"8313","MRPS7"
"8314","DLG1"
"8315","SOCS6"
"8316","SNORD116-14"
"8317","ZNF585A"
"8318","TXNIP"
"8319","ARFIP1"
"8320","STXBP1"
"8321","ZNF304"
"8322","MFSD12"
"8323","ATP6V0E2"
"8324","HRH1"
"8325","CD163L1"
"8326","KLB"
"8327","SMG9"
"8328","PEX3"
"8329","PTPRZ1"
"8330","FAM220A"
"8331","PCOLCE"
"8332","TRERF1"
"8333","MCM6"
"8334","DUSP19"
"8335","LASP1"
"8336","RHBDF1"
"8337","C12orf54"
"8338","GPRASP2"
"8339","TIMM13"
"8340","PLA2G4A"
"8341","MRPL4"
"8342","PDCD1LG2"
"8343","ITGB8"
"8344","LOC728743"
"8345","MYH14"
"8346","PNPO"
"8347","ZNF540"
"8348","COX6B1"
"8349","RASSF1"
"8350","BHLHB9"
"8351","ELMOD2"
"8352","MED25"
"8353","RAPGEF1"
"8354","MAK"
"8355","AMBRA1"
"8356","AKR1B1"
"8357","LZTS2"
"8358","UXT"
"8359","THAP6"
"8360","NT5C3B"
"8361","THRA"
"8362","NOG"
"8363","ZNF532"
"8364","MFAP3"
"8365","IFT46"
"8366","ZSCAN2"
"8367","ANP32B"
"8368","HLA-DQA2"
"8369","ZNF215"
"8370","SNORA71E"
"8371","STOM"
"8372","DCTN3"
"8373","IDH3G"
"8374","DLEU2"
"8375","CCDC168"
"8376","ATP6V1D"
"8377","ARFIP2"
"8378","EIF3I"
"8379","CYFIP1"
"8380","CDK2"
"8381","SLC25A1"
"8382","PGBD1"
"8383","LONP1"
"8384","LOC91450"
"8385","MPHOSPH9"
"8386","STK39"
"8387","PSMA4"
"8388","LAYN"
"8389","WDYHV1"
"8390","RIC3"
"8391","RNF20"
"8392","YPEL2"
"8393","CSGALNACT2"
"8394","RPN1"
"8395","LGALS3BP"
"8396","TAF11"
"8397","HCFC1R1"
"8398","DARS2"
"8399","SCRN3"
"8400","LMNA"
"8401","PIN4P1"
"8402","KCNAB3"
"8403","WWTR1"
"8404","UTP23"
"8405","INCENP"
"8406","LRRC40"
"8407","NCAPD2"
"8408","MAATS1"
"8409","SAYSD1"
"8410","WASF3"
"8411","CCDC127"
"8412","CNGA3"
"8413","PUM2"
"8414","SRCAP"
"8415","RPSAP58"
"8416","IFI16"
"8417","GLI3"
"8418","SLC39A6"
"8419","TMEM248"
"8420","TAOK3"
"8421","CCT8"
"8422","ITLN1"
"8423","CYP4F3"
"8424","PCDH19"
"8425","MORN5"
"8426","PPP1R8"
"8427","ACP6"
"8428","PFKM"
"8429","APOBEC3F"
"8430","MOB3A"
"8431","RGS19"
"8432","LINC00324"
"8433","CCDC121"
"8434","LRRC70"
"8435","AKAP12"
"8436","C1orf220"
"8437","INTS7"
"8438","STAT4"
"8439","TP53I3"
"8440","RBMS3-AS3"
"8441","SNORD23"
"8442","FBXO21"
"8443","ATG4C"
"8444","PRX"
"8445","NET1"
"8446","EMC8"
"8447","SETX"
"8448","FAT4"
"8449","MAN2A2"
"8450","NXT2"
"8451","B3GNTL1"
"8452","MAP6"
"8453","PIAS2"
"8454","TJAP1"
"8455","LOC644656"
"8456","ZNF253"
"8457","RAB11FIP1"
"8458","SLC12A9"
"8459","GCSAM"
"8460","TMEM254"
"8461","NOMO2"
"8462","MLLT1"
"8463","RASAL2"
"8464","DUSP16"
"8465","TIGD2"
"8466","ZFYVE27"
"8467","TBCEL"
"8468","KLHL20"
"8469","ASPA"
"8470","FAM171A1"
"8471","TVP23C"
"8472","GSTM2"
"8473","OSBPL8"
"8474","DNAJC19"
"8475","DNASE1L1"
"8476","HEMK1"
"8477","MIR7111"
"8478","TOB2P1"
"8479","TBXAS1"
"8480","REP15"
"8481","TMEM170A"
"8482","AKAP9"
"8483","KAT2B"
"8484","SATB1"
"8485","MRM1"
"8486","KNSTRN"
"8487","DET1"
"8488","PDLIM7"
"8489","RPS2P32"
"8490","PDE8B"
"8491","LOC101926943"
"8492","LAMP2"
"8493","TOM1L2"
"8494","HS2ST1"
"8495","TMC3"
"8496","PPP1R9A"
"8497","DUOXA2"
"8498","MSS51"
"8499","ENTPD3-AS1"
"8500","PRKACB"
"8501","ICOSLG"
"8502","TSHZ2"
"8503","GPLD1"
"8504","POLE"
"8505","MTFR1"
"8506","LINGO1"
"8507","SMIM13"
"8508","EFCAB10"
"8509","MARK4"
"8510","FBXL13"
"8511","IRF7"
"8512","DYRK2"
"8513","CDS1"
"8514","HADHA"
"8515","ZNF783"
"8516","RHOV"
"8517","DBP"
"8518","SMAP1"
"8519","ABCG2"
"8520","CC2D1A"
"8521","PARD6G-AS1"
"8522","TSPAN11"
"8523","CDK8"
"8524","SPRED1"
"8525","ALAD"
"8526","HIST1H2BI"
"8527","SYTL1"
"8528","ADI1"
"8529","SPNS1"
"8530","PDGFRL"
"8531","MFSD2A"
"8532","NXPH3"
"8533","RP9P"
"8534","ATAD2B"
"8535","FXN"
"8536","UBE2F"
"8537","RASA4B"
"8538","KCTD9"
"8539","PLCE1"
"8540","GLI1"
"8541","KLF4"
"8542","ZBTB43"
"8543","RTN4RL2"
"8544","RPL10A"
"8545","FAM218A"
"8546","NOP56"
"8547","ZDHHC16"
"8548","MKNK1"
"8549","PDLIM1"
"8550","CACNA2D2"
"8551","PDXP"
"8552","BRAT1"
"8553","RBCK1"
"8554","CTSB"
"8555","DMXL1"
"8556","ANXA3"
"8557","GEMIN7"
"8558","PXDN"
"8559","ALDH1A1"
"8560","PYGB"
"8561","E2F2"
"8562","SERHL2"
"8563","ZCCHC24"
"8564","SERPINA3"
"8565","PRRG2"
"8566","PTOV1-AS1"
"8567","PCNP"
"8568","MIR21"
"8569","LCAT"
"8570","STK16"
"8571","KIAA2026"
"8572","CCSAP"
"8573","ATXN2"
"8574","SNORD94"
"8575","DDX42"
"8576","SLC16A13"
"8577","FAM111A"
"8578","DCTN1"
"8579","PAOX"
"8580","HDAC10"
"8581","C6orf89"
"8582","DAD1"
"8583","SLC25A20"
"8584","FBN3"
"8585","CGGBP1"
"8586","GPR160"
"8587","EHD4"
"8588","TEKT2"
"8589","SCCPDH"
"8590","MRPL55"
"8591","PLD2"
"8592","RAB18"
"8593","FABP3"
"8594","CREBL2"
"8595","ADPRM"
"8596","PRKAR1A"
"8597","ZNF397"
"8598","TFRC"
"8599","E2F1"
"8600","DNAH11"
"8601","ANKRD37"
"8602","MOB3C"
"8603","COQ7"
"8604","BRD2"
"8605","SELL"
"8606","DYNLL1"
"8607","RALGPS2"
"8608","CD83"
"8609","GPR146"
"8610","RNF224"
"8611","EIF4EBP1"
"8612","ZNF827"
"8613","TOB1-AS1"
"8614","FBXL12"
"8615","SEPSECS"
"8616","CA2"
"8617","KDM4C"
"8618","NAP1L5"
"8619","C1QTNF3"
"8620","HRK"
"8621","TOMM34"
"8622","RIPK2"
"8623","C2orf68"
"8624","LINC00842"
"8625","ITGA10"
"8626","JADE2"
"8627","LINC01354"
"8628","NISCH"
"8629","RAB44"
"8630","KIAA1143"
"8631","OSR1"
"8632","SPOCK1"
"8633","IRF2BPL"
"8634","GSTM4"
"8635","ITGA5"
"8636","IRX3"
"8637","NOP10"
"8638","FOLH1"
"8639","PRR14L"
"8640","RNF138P1"
"8641","AVL9"
"8642","SCARNA6"
"8643","HID1"
"8644","LZTFL1"
"8645","LOC284009"
"8646","CERKL"
"8647","PHACTR2"
"8648","CSTF2"
"8649","RNF213"
"8650","DLX3"
"8651","NME6"
"8652","SIX1"
"8653","CD109"
"8654","IGFBP5"
"8655","MEIS1"
"8656","COX19"
"8657","RGPD3"
"8658","THG1L"
"8659","ZNF576"
"8660","BMP8A"
"8661","JAK2"
"8662","CAHM"
"8663","CXXC4"
"8664","RAB21"
"8665","FLII"
"8666","BCL10"
"8667","PPWD1"
"8668","DNMT1"
"8669","PIK3CG"
"8670","MRGPRX3"
"8671","WBP2NL"
"8672","IL7"
"8673","GPR180"
"8674","CLCN3"
"8675","SPRYD7"
"8676","CBR3"
"8677","CERS6"
"8678","TEX26"
"8679","LRP1B"
"8680","SCML1"
"8681","MAP3K19"
"8682","NHP2"
"8683","SLC45A4"
"8684","ZNF257"
"8685","NKAPL"
"8686","NME3"
"8687","CHST9"
"8688","LINC00857"
"8689","SLC24A1"
"8690","ATRX"
"8691","PHC2"
"8692","C20orf85"
"8693","SMG1P5"
"8694","ZNF396"
"8695","ARMC5"
"8696","VPS18"
"8697","EPN2-IT1"
"8698","PPOX"
"8699","ZNF713"
"8700","SNORD116-13"
"8701","NCLN"
"8702","DCDC1"
"8703","UBE2D2"
"8704","UMODL1"
"8705","PHYHD1"
"8706","LMLN"
"8707","GALNT2"
"8708","DIP2B"
"8709","B4GALT1-AS1"
"8710","PRNCR1"
"8711","BARX2"
"8712","SERGEF"
"8713","BMP15"
"8714","NXPE3"
"8715","USP32P1"
"8716","MORN3"
"8717","P4HA2"
"8718","ARHGAP27"
"8719","CCDC137"
"8720","PARP12"
"8721","FANCM"
"8722","CDH8"
"8723","CREB3L1"
"8724","SYP"
"8725","SPATA25"
"8726","FBXO3"
"8727","PTCHD4"
"8728","GP5"
"8729","SRRT"
"8730","JRKL"
"8731","MSL3"
"8732","ADH1B"
"8733","RASSF3"
"8734","DR1"
"8735","KCNK7"
"8736","PEX10"
"8737","SFTA2"
"8738","KAT6B"
"8739","JOSD2"
"8740","CYB561"
"8741","PIP"
"8742","CRNKL1"
"8743","UHRF1BP1L"
"8744","AACS"
"8745","LOC653513"
"8746","GLI2"
"8747","CCNJL"
"8748","SEC31B"
"8749","CD55"
"8750","PRKX"
"8751","NR1H2"
"8752","COMMD2"
"8753","GDA"
"8754","PCDHA11"
"8755","RPAP3"
"8756","SSBP4"
"8757","COLQ"
"8758","SMYD4"
"8759","ELF1"
"8760","FOXO1"
"8761","FCHO2"
"8762","NRBF2"
"8763","ZNF606"
"8764","NFU1"
"8765","KANK1"
"8766","ISL1"
"8767","CEP192"
"8768","ZNF789"
"8769","CCNT1"
"8770","ZNF546"
"8771","GOLGA6L5P"
"8772","SNORA44"
"8773","TMEM190"
"8774","ELK4"
"8775","LSS"
"8776","SLC22A18"
"8777","PDE9A"
"8778","GALR2"
"8779","SUSD5"
"8780","FOXP1"
"8781","COQ4"
"8782","TRAF2"
"8783","ZNF860"
"8784","CEP350"
"8785","GATA2"
"8786","INTS2"
"8787","TCF19"
"8788","SULT1A1"
"8789","RALGAPA2"
"8790","CCDC25"
"8791","IGBP1"
"8792","IDI1"
"8793","URAHP"
"8794","CCT3"
"8795","PPFIA4"
"8796","B4GALT5"
"8797","HUS1"
"8798","SURF4"
"8799","GNB4"
"8800","DNAJC6"
"8801","TEF"
"8802","CDC20B"
"8803","HIPK1"
"8804","ARL8A"
"8805","TSEN15"
"8806","C9orf163"
"8807","SPHK2"
"8808","SMCR8"
"8809","TESK2"
"8810","ZNF780B"
"8811","PPP1CC"
"8812","CRTC1"
"8813","AOC1"
"8814","INHBB"
"8815","MICAL2"
"8816","SYT15"
"8817","HACL1"
"8818","ATP9A"
"8819","CEP95"
"8820","CORO1C"
"8821","PCCA"
"8822","MUC6"
"8823","TSFM"
"8824","NDUFB5"
"8825","CSPG5"
"8826","ALMS1"
"8827","ACSS2"
"8828","ZNF286B"
"8829","CD27-AS1"
"8830","BTBD7"
"8831","CENPC"
"8832","SHC3"
"8833","TMEM178B"
"8834","PCSK1N"
"8835","PMFBP1"
"8836","UGT2B7"
"8837","TRIB1"
"8838","ZMYM4"
"8839","UBXN2B"
"8840","LGALS8"
"8841","ZCCHC2"
"8842","SNRPA1"
"8843","PRKCZ"
"8844","TCF7L2"
"8845","RPL10"
"8846","ARPP19"
"8847","CMSS1"
"8848","ZNF263"
"8849","ANO1"
"8850","MPG"
"8851","UQCRC2"
"8852","C10orf99"
"8853","BAZ1B"
"8854","SPINT1"
"8855","ERVMER34-1"
"8856","MTMR8"
"8857","HNRNPA1"
"8858","CDCA2"
"8859","ANXA4"
"8860","LRRC37A4P"
"8861","PTCH2"
"8862","ENKUR"
"8863","WDR3"
"8864","DYNC1LI1"
"8865","ADCY9"
"8866","ANKRD19P"
"8867","STC2"
"8868","BNIP3"
"8869","DNAJB13"
"8870","SDC2"
"8871","HSPH1"
"8872","CHPF2"
"8873","RMDN2"
"8874","TGIF2"
"8875","ALG13"
"8876","EPC1"
"8877","STX1B"
"8878","NDUFB1"
"8879","MIR449B"
"8880","EXOC8"
"8881","PTPN14"
"8882","ITPKB"
"8883","GP9"
"8884","CWC22"
"8885","TUSC1"
"8886","UBE2H"
"8887","GTF3A"
"8888","APOLD1"
"8889","CAPN10"
"8890","CPOX"
"8891","PCAT6"
"8892","CSNK2A3"
"8893","MEF2C"
"8894","IGSF3"
"8895","PCCB"
"8896","HSPA14"
"8897","ANXA10"
"8898","CA11"
"8899","TMBIM4"
"8900","ASPH"
"8901","PSMD8"
"8902","C10orf105"
"8903","RHBDD1"
"8904","FNTB"
"8905","MAGT1"
"8906","FAM83F"
"8907","ZNF678"
"8908","TMPRSS7"
"8909","CAPNS1"
"8910","ALG1L2"
"8911","CTBP2"
"8912","TIMM21"
"8913","LINC00482"
"8914","ZNF107"
"8915","FRMD6"
"8916","RPS2"
"8917","APPBP2"
"8918","SEPHS1"
"8919","EFR3B"
"8920","GPATCH11"
"8921","NFX1"
"8922","NEURL3"
"8923","TRAPPC12"
"8924","SNORA64"
"8925","RNF181"
"8926","SAP30L"
"8927","TIMM17B"
"8928","ARHGEF19"
"8929","ZBTB40"
"8930","PPP6R3"
"8931","ESAM"
"8932","FAHD2CP"
"8933","HOTAIRM1"
"8934","PNLDC1"
"8935","ZNF436"
"8936","RPIA"
"8937","ZFP91"
"8938","DDX46"
"8939","RIMKLB"
"8940","RCOR3"
"8941","NBPF15"
"8942","NUDT18"
"8943","MOB3B"
"8944","VAX2"
"8945","ATP8B1"
"8946","AP1M2"
"8947","RBM12B"
"8948","GPR108"
"8949","SCIN"
"8950","CYFIP2"
"8951","TBKBP1"
"8952","TRPS1"
"8953","COA4"
"8954","FRS3"
"8955","NPR3"
"8956","OCIAD2"
"8957","ISYNA1"
"8958","C6"
"8959","CNOT3"
"8960","VWA5B2"
"8961","CCBE1"
"8962","PACS2"
"8963","ITGB1BP2"
"8964","PRPSAP1"
"8965","HERC2"
"8966","BRIX1"
"8967","PKDCC"
"8968","SOX15"
"8969","GALC"
"8970","HIST3H2A"
"8971","FMR1-AS1"
"8972","ITPK1"
"8973","PRDX3"
"8974","PIGH"
"8975","CTTN"
"8976","KIF5C"
"8977","LMO4"
"8978","ZRANB1"
"8979","MRPL51"
"8980","PXN-AS1"
"8981","HNRNPH2"
"8982","OTUD5"
"8983","ZEB2"
"8984","HAUS6"
"8985","ZNF674"
"8986","SHOC2"
"8987","GANC"
"8988","TMEM175"
"8989","SBDSP1"
"8990","ARHGEF10L"
"8991","CUBN"
"8992","CILP"
"8993","ZNF324B"
"8994","BNIP2"
"8995","FKBP7"
"8996","DNAL1"
"8997","ZBED4"
"8998","MPDU1"
"8999","KCTD12"
"9000","ZNF136"
"9001","SHMT2"
"9002","SLC13A4"
"9003","ACADL"
"9004","MMP10"
"9005","MSH4"
"9006","TMEM126B"
"9007","ASNA1"
"9008","TRIM5"
"9009","ADPRH"
"9010","DIP2C"
"9011","DCXR"
"9012","CLMP"
"9013","DZIP3"
"9014","PCSK9"
"9015","PIGK"
"9016","GOLT1A"
"9017","SPAG17"
"9018","ABCA5"
"9019","CHD1"
"9020","ZNF112"
"9021","CASC4"
"9022","BRPF3"
"9023","SCYL1"
"9024","WSB1"
"9025","SLC26A8"
"9026","HERC2P4"
"9027","SNORD26"
"9028","CHL1"
"9029","SCD5"
"9030","DDX43"
"9031","TPCN1"
"9032","AZIN1"
"9033","MUC16"
"9034","SLC34A2"
"9035","TMPRSS3"
"9036","MUC13"
"9037","EML5"
"9038","PDE1A"
"9039","GLUL"
"9040","ADAMTS8"
"9041","TNFRSF21"
"9042","AOC3"
"9043","GRB2"
"9044","FBXL22"
"9045","WHAMMP2"
"9046","PLCD1"
"9047","TRPM6"
"9048","AXIN1"
"9049","SLC2A10"
"9050","WRAP73"
"9051","ZNF341"
"9052","AKT2"
"9053","SDHB"
"9054","CDH23"
"9055","HIRA"
"9056","EMC7"
"9057","PDCD7"
"9058","ARIH1"
"9059","PLIN4"
"9060","LINC00113"
"9061","KCTD20"
"9062","GABARAPL1"
"9063","ST6GALNAC1"
"9064","GNAI1"
"9065","LOC100130872"
"9066","ANKRD42"
"9067","FBXL20"
"9068","RAPGEF4"
"9069","CTU1"
"9070","STXBP4"
"9071","SEC16B"
"9072","P2RX4"
"9073","WDR72"
"9074","SLC22A15"
"9075","ZNF100"
"9076","ZNF354A"
"9077","ZNF23"
"9078","TMEM67"
"9079","CLCA3P"
"9080","FAAH2"
"9081","MATN1-AS1"
"9082","SYTL2"
"9083","SNORD68"
"9084","PPP1R14B"
"9085","EAF2"
"9086","CTSV"
"9087","CD9"
"9088","CNTN3"
"9089","HCST"
"9090","AMMECR1"
"9091","ELN"
"9092","PLEKHH2"
"9093","GPR39"
"9094","RBL2"
"9095","RERG"
"9096","SHANK3"
"9097","ADSS"
"9098","LINC01094"
"9099","KIF23"
"9100","PAQR7"
"9101","PRR18"
"9102","FTH1P3"
"9103","WNT10A"
"9104","C6orf62"
"9105","RNF208"
"9106","SAMM50"
"9107","KLK5"
"9108","HNF1A"
"9109","MTFMT"
"9110","KPNA7"
"9111","TMEM218"
"9112","UCP3"
"9113","TEX264"
"9114","BEAN1"
"9115","NT5M"
"9116","ZNF768"
"9117","SMARCA2"
"9118","TUB"
"9119","TMEM167B"
"9120","CEP83"
"9121","SYPL1"
"9122","KANSL2"
"9123","PGM2L1"
"9124","PFKFB3"
"9125","TRIM13"
"9126","ZNF37A"
"9127","RPP14"
"9128","PRKACA"
"9129","CPNE4"
"9130","RPS6KB1"
"9131","PPP3R1"
"9132","ZCCHC17"
"9133","PRR7-AS1"
"9134","AP1G1"
"9135","ZNF48"
"9136","TSPAN15"
"9137","DUSP23"
"9138","FGF14-IT1"
"9139","ABCB6"
"9140","PFKFB1"
"9141","SGCB"
"9142","LBR"
"9143","CPS1"
"9144","TNFRSF11A"
"9145","PNP"
"9146","LOC100506083"
"9147","NRGN"
"9148","NAA25"
"9149","TUBB2B"
"9150","DRC1"
"9151","TCERG1"
"9152","ZSCAN12P1"
"9153","GGT1"
"9154","NEK10"
"9155","DLGAP1-AS1"
"9156","UROD"
"9157","DPF3"
"9158","ANXA8L1"
"9159","FER1L5"
"9160","GFPT2"
"9161","COA5"
"9162","SCOC-AS1"
"9163","PAFAH2"
"9164","GTF3C5"
"9165","PATZ1"
"9166","THAP5"
"9167","PCLO"
"9168","UTP18"
"9169","NRIP1"
"9170","TMEM63C"
"9171","IRX2"
"9172","ZNF404"
"9173","MPRIP"
"9174","TIGD5"
"9175","C17orf97"
"9176","CAD"
"9177","C8orf34"
"9178","GTPBP4"
"9179","RAB42"
"9180","AKR1C1"
"9181","CHCHD1"
"9182","HEXIM1"
"9183","BARD1"
"9184","PPP2R2A"
"9185","TACO1"
"9186","ST13P4"
"9187","OAT"
"9188","LOC101927550"
"9189","SLC22A4"
"9190","C3orf33"
"9191","GARS"
"9192","PI4KB"
"9193","CREBBP"
"9194","GRB7"
"9195","ZCCHC4"
"9196","C1orf158"
"9197","FKBP11"
"9198","PSG4"
"9199","GGPS1"
"9200","ABI1"
"9201","RPS6KA3"
"9202","LINC00926"
"9203","LOC101927391"
"9204","PPP1R3B"
"9205","AKIRIN1"
"9206","DONSON"
"9207","RB1CC1"
"9208","ARRDC2"
"9209","SPEN"
"9210","ZDHHC18"
"9211","NDUFS4"
"9212","ZMAT3"
"9213","ZNF16"
"9214","AP1S3"
"9215","LINC01014"
"9216","SNHG21"
"9217","SEC31A"
"9218","CLNK"
"9219","PROM1"
"9220","SEL1L"
"9221","PI4K2B"
"9222","MYO3B"
"9223","TBC1D7"
"9224","TNFRSF14"
"9225","MRPL15"
"9226","NAV1"
"9227","FNIP2"
"9228","ARL5B"
"9229","GORAB"
"9230","NCCRP1"
"9231","CNTD2"
"9232","ADAMTS3"
"9233","HILPDA"
"9234","MIER2"
"9235","GPN1"
"9236","IGFL1"
"9237","CCDC130"
"9238","MLIP-IT1"
"9239","ZNF552"
"9240","SRSF6"
