"","x"
"11863","PFDN5"
"11864","UBE2S"
"11865","TEKT4P2"
"11866","VN1R1"
"11867","LINC01138"
"11868","SPTAN1"
"11869","MIR34B"
"11870","RAP1A"
"11871","LAMC2"
"11872","GTF3C6"
"11873","PPP2R3C"
"11874","NIPBL"
"11875","CCNB3"
"11876","OTOP3"
"11877","FRAT2"
"11878","SUPT5H"
"11879","CEBPB"
"11880","MNS1"
"11881","DCAKD"
"11882","RBM27"
"11883","MEAF6"
"11884","LINC00853"
"11885","DERA"
"11886","NSMCE4A"
"11887","RAD50"
"11888","HEATR6"
"11889","ZNF708"
"11890","ZNF763"
"11891","SNRNP48"
"11892","CHD4"
"11893","C1orf198"
"11894","TDG"
"11895","SQSTM1"
"11896","GOLGA2P7"
"11897","BCS1L"
"11898","SPRTN"
"11899","ZNF57"
"11900","NUDT3"
"11901","DUS1L"
"11902","RNF152"
"11903","SLC32A1"
"11904","ZNF416"
"11905","ATP8A1"
"11906","SUMO1"
"11907","GBA2"
"11908","SH3PXD2A-AS1"
"11909","EXTL3"
"11910","DANCR"
"11911","ZNF137P"
"11912","RAB20"
"11913","FAM83H"
"11914","EPRS"
"11915","MAL2"
"11916","TREM2"
"11917","LIPE-AS1"
"11918","ZNF808"
"11919","KSR1"
"11920","TMEM204"
"11921","IDNK"
"11922","RSAD2"
"11923","SYCP2"
"11924","HNRNPA0"
"11925","STOX2"
"11926","SLC7A5"
"11927","CXCL2"
"11928","SPATA18"
"11929","FTH1"
"11930","DVL2"
"11931","AP2A1"
"11932","PLBD1"
"11933","MAT1A"
"11934","LMF2"
"11935","FAM78A"
"11936","BOD1L1"
"11937","PDE3B"
"11938","BEND7"
"11939","RABGAP1"
"11940","SETDB1"
"11941","KIF16B"
"11942","C9orf106"
"11943","SPAG6"
"11944","SNORA6"
"11945","TRPV6"
"11946","ITPR3"
"11947","MTX3"
"11948","DRAM1"
"11949","ATF5"
"11950","PRAF2"
"11951","EHD1"
"11952","RNF128"
"11953","DRAP1"
"11954","GPRIN1"
"11955","WDR75"
"11956","GCNT4"
"11957","KRI1"
"11958","LDLRAD2"
"11959","PIF1"
"11960","CES1"
"11961","PHF23"
"11962","PCP4L1"
"11963","TLDC2"
"11964","S1PR3"
"11965","SLC19A2"
"11966","VLDLR"
"11967","TMEM30B"
"11968","ACKR4"
"11969","LRRIQ4"
"11970","APCDD1"
"11971","MUCL1"
"11972","EVC"
"11973","ZBTB8OS"
"11974","BDNF-AS"
"11975","NLGN2"
"11976","LHFPL1"
"11977","STARD4-AS1"
"11978","EPPIN"
"11979","CXCR4"
"11980","PFKFB4"
"11981","METTL2B"
"11982","TBC1D2B"
"11983","PREP"
"11984","EVA1C"
"11985","ADHFE1"
"11986","ESRP1"
"11987","TP63"
"11988","RPS27"
"11989","ACY3"
"11990","ITGA9"
"11991","AP2A2"
"11992","ZMYND11"
"11993","MRPS5"
"11994","CTDSPL"
"11995","SDHD"
"11996","GK"
"11997","F2R"
"11998","DNAH6"
"11999","DUS2"
"12000","AGAP1"
"12001","ZFP41"
"12002","SRM"
"12003","MZT2A"
"12004","RPL22"
"12005","PLEKHF1"
"12006","ZNF280D"
"12007","JPH1"
"12008","TRRAP"
"12009","ZSWIM1"
"12010","STAT2"
"12011","LINC01139"
"12012","PEX11A"
"12013","FBLN2"
"12014","NPC1"
"12015","HIST1H2BJ"
"12016","GZF1"
"12017","DAP3"
"12018","GRIN2D"
"12019","PTOV1"
"12020","SETD3"
"12021","ST7L"
"12022","DIO1"
"12023","TUBD1"
"12024","CD24"
"12025","LIN9"
"12026","GHR"
"12027","RBPMS-AS1"
"12028","NKX1-2"
"12029","CEP162"
"12030","ZNF878"
"12031","LINC00526"
"12032","LOC100507283"
"12033","RSPH4A"
"12034","NXF1"
"12035","FAM169A"
"12036","ADAM12"
"12037","MBLAC1"
"12038","KLK10"
"12039","C4BPB"
"12040","MOB2"
"12041","PADI2"
"12042","RNF141"
"12043","TOR1A"
"12044","HJURP"
"12045","MASP1"
"12046","INPPL1"
"12047","ZNF830"
"12048","ORC1"
"12049","SLC16A9"
"12050","TAS2R19"
"12051","PIGN"
"12052","FAM86DP"
"12053","NDUFAF4P1"
"12054","LOC100335030"
"12055","PPM1J"
"12056","HMGN1"
"12057","VWA3B"
"12058","LSM14A"
"12059","PPP4R1L"
"12060","FAM118A"
"12061","LOC101929057"
"12062","NDUFA4L2"
"12063","PCYT1B"
"12064","PRKD2"
"12065","SLC16A12"
"12066","PAWR"
"12067","DOK1"
"12068","BEGAIN"
"12069","RB1"
"12070","IQGAP2"
"12071","DIS3L2"
"12072","LOC100289495"
"12073","NUDT17"
"12074","SWT1"
"12075","PGLS"
"12076","PES1"
"12077","FAM20C"
"12078","SNX29"
"12079","PLS3"
"12080","CASP2"
"12081","ZER1"
"12082","SH3BGR"
"12083","RPS3"
"12084","SOX9"
"12085","FAR2"
"12086","PLK1"
"12087","KDM6A"
"12088","ACOT8"
"12089","IMPG2"
"12090","CLMN"
"12091","EID3"
"12092","CEP70"
"12093","CCDC148"
"12094","GDF11"
"12095","FAM71E1"
"12096","SUZ12"
"12097","HDAC4"
"12098","ABR"
"12099","CEP164"
"12100","TRIM11"
"12101","MTF1"
"12102","ZNF334"
"12103","STK38L"
"12104","NUDT7"
"12105","SDHAP3"
"12106","ARMC1"
"12107","CYP24A1"
"12108","WDR1"
"12109","TMEM184C"
"12110","RBBP7"
"12111","LOC389247"
"12112","MLKL"
"12113","HSD17B10"
"12114","CEP120"
"12115","RPS18P9"
"12116","FDPS"
"12117","SMIM19"
"12118","ANKRD40"
"12119","NFKB2"
"12120","PEX2"
"12121","UBXN7"
"12122","LPAR5"
"12123","TMEM256"
"12124","SNORD4A"
"12125","CEP85L"
"12126","NRAS"
"12127","RPS6KA2"
"12128","PUSL1"
"12129","RBPMS2"
"12130","ORAI1"
"12131","LINC01126"
"12132","ZNF682"
"12133","HCLS1"
"12134","ZC3H15"
"12135","MIR423"
"12136","MAN2B2"
"12137","NOC4L"
"12138","EFS"
"12139","DNAJC16"
"12140","USO1"
"12141","TREX2"
"12142","WNT9A"
"12143","ZNF264"
"12144","LOC100507006"
"12145","TTF2"
"12146","ZCCHC3"
"12147","LRRC8A"
"12148","MIR1281"
"12149","CES3"
"12150","KLF9"
"12151","RPL12"
"12152","HECTD1"
"12153","ARHGAP30"
"12154","LRRK2"
"12155","UNKL"
"12156","STAM2"
"12157","CLEC7A"
"12158","TNXB"
"12159","CGREF1"
"12160","MBOAT2"
"12161","GLMN"
"12162","ADSL"
"12163","HDHD2"
"12164","ACBD4"
"12165","IL4I1"
"12166","TTN"
"12167","MC1R"
"12168","ALKBH5"
"12169","ACTR2"
"12170","CBX2"
"12171","TRA2A"
"12172","AK4"
"12173","CLK1"
"12174","KL"
"12175","UNC5B"
"12176","TLR5"
"12177","ANXA13"
"12178","SLC35A1"
"12179","KLHL11"
"12180","FOXM1"
"12181","UHMK1"
"12182","VBP1"
"12183","LINC01011"
"12184","CEMP1"
"12185","PRPF38A"
"12186","MAP3K5"
"12187","POMP"
"12188","LOC646626"
"12189","GMNC"
"12190","DDX21"
"12191","C11orf97"
"12192","NAGPA"
"12193","RND1"
"12194","RELL1"
"12195","PMS2P9"
"12196","MED14"
"12197","KCNIP2"
"12198","WDR41"
"12199","UBE2D3"
"12200","ATP10D"
"12201","PIH1D3"
"12202","SLC25A27"
"12203","GOLT1B"
"12204","CYB5R2"
"12205","ANKS6"
"12206","GAPDH"
"12207","ETFA"
"12208","MCEE"
"12209","IL4R"
"12210","LOC145474"
"12211","ALDH2"
"12212","MKRN2"
"12213","NR1I2"
"12214","SNRPG"
"12215","CSNK1E"
"12216","GABPB2"
"12217","CAPN7"
"12218","ERCC6L"
"12219","LRRC37A2"
"12220","CIDEB"
"12221","TTC23L"
"12222","PCDHB11"
"12223","PLEKHS1"
"12224","DAXX"
"12225","AMD1"
"12226","MBLAC2"
"12227","LOC728554"
"12228","ATAD2"
"12229","ALDH1L1-AS2"
"12230","NDUFAF2"
"12231","RIMKLA"
"12232","TRAM1L1"
"12233","R3HCC1L"
"12234","MAP3K7CL"
"12235","PCDHGB8P"
"12236","AGAP2-AS1"
"12237","MAPK9"
"12238","RNF123"
"12239","USP44"
"12240","UBE2G2"
"12241","IL6R"
"12242","FAM126A"
"12243","TATDN3"
"12244","TSN"
"12245","CTSK"
"12246","EXOSC4"
"12247","ETV2"
"12248","TM4SF1-AS1"
"12249","BAIAP3"
"12250","TGM1"
"12251","LIMCH1"
"12252","SCNM1"
"12253","LINC00920"
"12254","PMPCA"
"12255","SUGCT"
"12256","IFT74"
"12257","SNX29P2"
"12258","FAM83E"
"12259","ZKSCAN7"
"12260","TRNP1"
"12261","ZNF519"
"12262","SELPLG"
"12263","LINC00885"
"12264","SUCLG2-AS1"
"12265","GPI"
"12266","LSM7"
"12267","FICD"
"12268","SPATA5"
"12269","PSKH1"
"12270","PHF8"
"12271","CCAR1"
"12272","INSIG2"
"12273","RASA2"
"12274","SLC25A26"
"12275","TTC4"
"12276","LYPD6B"
"12277","EDN1"
"12278","LACTB"
"12279","MVB12B"
"12280","GAK"
"12281","MICB"
"12282","TIFA"
"12283","IZUMO1"
"12284","TUFT1"
"12285","ELK1"
"12286","CAPN2"
"12287","C2orf66"
"12288","RPAP1"
"12289","CNGB1"
"12290","HIST1H2AM"
"12291","TSHZ1"
"12292","NDUFAB1"
"12293","LOC101927691"
"12294","RBM25"
"12295","SKA3"
"12296","ZSCAN18"
"12297","PCM1"
"12298","TMED9"
"12299","FAM216B"
"12300","C17orf75"
"12301","NIT2"
"12302","PYGO2"
"12303","FLNB"
"12304","SKA1"
"12305","FAM210B"
"12306","MN1"
"12307","CAMSAP1"
"12308","GNPAT"
"12309","NBEAL1"
"12310","TP53INP1"
"12311","LGR4"
"12312","CEACAM5"
"12313","IQCC"
"12314","PGPEP1"
"12315","CEP135"
"12316","CRADD"
"12317","MNX1"
"12318","SHKBP1"
"12319","GCNT3"
"12320","RECQL5"
"12321","PTGER4P2-CDK2AP2P2"
"12322","TRIM56"
"12323","HERC2P7"
"12324","DMBT1"
"12325","XIAP"
"12326","EPB41L4A-AS1"
"12327","ABCC6"
"12328","NDUFV1"
"12329","PRR7"
"12330","FMN2"
"12331","PSME2"
"12332","IRGQ"
"12333","UBA2"
"12334","VGLL4"
"12335","ZNF774"
"12336","BRF2"
"12337","OGFOD2"
"12338","ZNF281"
"12339","ZBED6CL"
"12340","GSAP"
"12341","INPP5J"
"12342","ZRANB3"
"12343","ZNF75D"
"12344","EI24"
"12345","CDC20"
"12346","SMA4"
"12347","ANKRD24"
"12348","TLK1"
"12349","NPIPA1"
"12350","UBL4A"
"12351","KLF3"
"12352","NAPB"
"12353","LPP"
"12354","BPIFB1"
"12355","BMPR1A"
"12356","ME1"
"12357","PAXIP1-AS1"
"12358","INPP4B"
"12359","SREBF2"
"12360","TEFM"
"12361","POM121C"
"12362","TARS"
"12363","SLC2A1"
"12364","ADPRHL1"
"12365","ZNHIT1"
"12366","FANCG"
"12367","ARNTL2"
"12368","PODXL2"
"12369","ANKS1A"
"12370","NLN"
"12371","ZFP2"
"12372","TMEM198B"
"12373","MIR4653"
"12374","STK32A"
"12375","MSI1"
"12376","TNFAIP1"
"12377","KIF24"
"12378","UTP3"
"12379","FOXA3"
"12380","CFI"
"12381","OOEP"
"12382","TTF1"
"12383","GFRA1"
"12384","ZPR1"
"12385","IL15RA"
"12386","RFC3"
"12387","USP19"
"12388","COLEC10"
"12389","CABYR"
"12390","ANKHD1"
"12391","TP53TG1"
"12392","AMACR"
"12393","SLC39A1"
"12394","FGFRL1"
"12395","WASF1"
"12396","LOC339803"
"12397","SP2"
"12398","PCSK7"
"12399","PRDM8"
"12400","NCF1"
"12401","PAPPA"
"12402","SLC13A2"
"12403","AGMO"
"12404","ISOC1"
"12405","SNORA40"
"12406","UNC93B1"
"12407","LINC00515"
"12408","DZIP1L"
"12409","SHF"
"12410","VDR"
"12411","F8"
"12412","SUMO3"
"12413","MIR23B"
"12414","ASAP1"
"12415","ING5"
"12416","ZNF561"
"12417","TDP2"
"12418","CCDC59"
"12419","AIFM3"
"12420","LINC00869"
"12421","GJA1"
"12422","BST1"
"12423","EFHD1"
"12424","YIF1B"
"12425","EPB41L4A"
"12426","PAK4"
"12427","AEN"
"12428","SLC4A2"
"12429","TERF2"
"12430","IMMT"
"12431","TMEM187"
"12432","TIMM23B"
"12433","EPN3"
"12434","CHD8"
"12435","IRF6"
"12436","CPT1C"
"12437","FUNDC1"
"12438","ZNF192P1"
"12439","RRM2B"
"12440","CTSZ"
"12441","SLC12A6"
"12442","IL11RA"
"12443","PIK3CB"
"12444","HIST1H3B"
"12445","PFN1"
"12446","ZNF205"
"12447","WDR63"
"12448","ZSCAN9"
"12449","ZNF625"
"12450","SEMA5A"
"12451","POU5F2"
"12452","RASL11B"
"12453","KPNA1"
"12454","RRS1-AS1"
"12455","TMEM54"
"12456","STX1A"
"12457","MAP3K6"
"12458","SUZ12P1"
"12459","MAK16"
"12460","RECK"
"12461","ZNF790-AS1"
"12462","ZBTB47"
"12463","FA2H"
"12464","CALML5"
"12465","B4GALT2"
"12466","TBC1D24"
"12467","MSMP"
"12468","TAOK1"
"12469","RMI1"
"12470","STMND1"
"12471","GLDN"
"12472","ATP13A3"
"12473","PTRHD1"
"12474","ZNF542P"
"12475","TACC2"
"12476","GANAB"
"12477","ZNF684"
"12478","FOLR1"
"12479","LOC729737"
"12480","IMPDH2"
"12481","DPY19L3"
"12482","ETV5"
"12483","ITFG2"
"12484","EP400"
"12485","AADAC"
"12486","GPA33"
"12487","CNGA4"
"12488","C12orf4"
"12489","ELF5"
"12490","SYTL5"
"12491","CENPF"
"12492","RPL13"
"12493","UXT-AS1"
"12494","HLA-DQA1"
"12495","NPAS1"
"12496","H2AFJ"
"12497","AGAP5"
"12498","RPS4Y1"
"12499","UBE2W"
"12500","SLC25A4"
"12501","DDX59"
"12502","TRPV1"
"12503","ZNF572"
"12504","PBX4"
"12505","R3HDM4"
"12506","IRX6"
"12507","LIG4"
"12508","PARM1"
"12509","MANEA"
"12510","LOC100270746"
"12511","NAP1L4"
"12512","RNF149"
"12513","CDC14B"
"12514","DHRS3"
"12515","C22orf46"
"12516","ZBTB25"
"12517","PKP2"
"12518","SPAG5"
"12519","UCHL5"
"12520","AKAP8"
"12521","KIAA1211L"
"12522","PTH2R"
"12523","SEMA3B"
"12524","UBASH3B"
"12525","ABLIM2"
"12526","EPM2A"
"12527","IST1"
"12528","LOC100505921"
"12529","ZBTB44"
"12530","SLC39A13"
"12531","SUGT1P1"
"12532","ST3GAL1"
"12533","DHX36"
"12534","TGFBR2"
"12535","SLC16A1-AS1"
"12536","MYO5B"
"12537","MYO9B"
"12538","FOXC1"
"12539","NKD1"
"12540","GNB2"
"12541","CAMK2D"
"12542","SMAD3"
"12543","ECT2L"
"12544","ARL14"
"12545","SLC29A4"
"12546","MPP1"
"12547","KLHDC9"
"12548","FIZ1"
"12549","POLE4"
"12550","LOC100506990"
"12551","KPNA4"
"12552","PROS1"
"12553","CDC42BPA"
"12554","GLOD4"
"12555","TPTE2P5"
"12556","ZNF528"
"12557","RPS10"
"12558","AMER1"
"12559","MARVELD2"
"12560","CCDC152"
"12561","LDLRAD1"
"12562","CAPRIN2"
"12563","FIP1L1"
"12564","KRT31"
"12565","LOC100652758"
"12566","ZBTB41"
"12567","TSC22D2"
"12568","C17orf50"
"12569","GPCPD1"
"12570","WDR76"
"12571","GFI1"
"12572","LARP7"
"12573","NSUN6"
"12574","RGS3"
"12575","PQBP1"
"12576","ABHD11"
"12577","CYP2F1"
"12578","LRRFIP1"
"12579","P2RX5-TAX1BP3"
"12580","RARRES2"
"12581","ALG1"
"12582","NDUFA8"
"12583","MTHFSD"
"12584","TP53I11"
"12585","CSTF1"
"12586","MDN1"
"12587","FBXW11"
"12588","TMEM45B"
"12589","ANKFN1"
"12590","KANSL1L"
"12591","ICAM2"
"12592","RPS6"
"12593","KIAA1671"
"12594","LOC388780"
"12595","MRPL19"
"12596","GAS1"
"12597","PLCH2"
"12598","TTC30A"
"12599","SERPINA11"
"12600","PPP4C"
"12601","VPS39"
"12602","THADA"
"12603","HCN3"
"12604","LOC102724163"
"12605","SF3A3"
"12606","MARVELD1"
"12607","INTU"
"12608","RAD9B"
"12609","EVI2B"
"12610","LOC100132215"
"12611","SYTL4"
"12612","PSEN1"
"12613","CLDN11"
"12614","SMARCAL1"
"12615","POLR2A"
"12616","POLG2"
"12617","MIR6732"
"12618","GUCD1"
"12619","MOB1A"
"12620","ARHGEF16"
"12621","MKS1"
"12622","DUSP22"
"12623","MFSD6L"
"12624","FBLN1"
"12625","CHIC1"
"12626","DDX55"
"12627","TRIOBP"
"12628","RALGAPB"
"12629","VAPB"
"12630","TET1"
"12631","FAM27E3"
"12632","TP53I13"
"12633","GPR137B"
"12634","CALD1"
"12635","E4F1"
"12636","ZEB1-AS1"
"12637","TVP23B"
"12638","IDUA"
"12639","KLHL28"
"12640","SNPH"
"12641","GPR157"
"12642","PIK3R2"
"12643","CNTD1"
"12644","GEMIN2"
"12645","LINC00638"
"12646","HSPA6"
"12647","ZMYM5"
"12648","KLRG2"
"12649","C3orf14"
"12650","P2RX5"
"12651","SKAP1"
"12652","PTPN2"
"12653","CYP4F11"
"12654","NPR2"
"12655","MUC19"
"12656","LOC727896"
"12657","KIAA0895"
"12658","APLN"
"12659","PSIP1"
"12660","SOX6"
"12661","FGFR3"
"12662","DHX34"
"12663","ST6GALNAC6"
"12664","SNORD49A"
"12665","AADACP1"
"12666","UBXN10-AS1"
"12667","UGT1A1"
"12668","CDK6"
"12669","ABT1"
"12670","SLC35A2"
"12671","RACGAP1"
"12672","BEND5"
"12673","CLIC6"
"12674","RPLP2"
"12675","EBI3"
"12676","PPM1B"
"12677","LAPTM4B"
"12678","PSEN2"
"12679","CCDC103"
"12680","SSH1"
"12681","TRMT5"
"12682","LOC728613"
"12683","CRIPAK"
"12684","TPM2"
"12685","SPTBN1"
"12686","DDX3X"
"12687","CD68"
"12688","MOCS2"
"12689","CEBPZ"
"12690","EIF1AD"
"12691","SEC23IP"
"12692","TMEM79"
"12693","MTHFR"
"12694","WFDC3"
"12695","MMADHC"
"12696","ZNF793"
"12697","SULT2B1"
"12698","GBP1P1"
"12699","CARF"
"12700","HIST1H2AK"
"12701","HDAC1"
"12702","TMEM263"
"12703","ACOT11"
"12704","ACTR3"
"12705","BTN3A1"
"12706","BAHCC1"
"12707","RAB36"
"12708","BTF3L4"
"12709","CD5"
"12710","CDCA5"
"12711","C12orf56"
"12712","SH3RF1"
"12713","SNAP47"
"12714","RRN3P2"
"12715","TNRC18P1"
"12716","SLC25A12"
"12717","SNAPC3"
"12718","MEA1"
"12719","LINC01089"
"12720","GUSB"
"12721","LOC101927881"
"12722","MLIP"
"12723","ZNF431"
"12724","GORASP1"
"12725","ZNF282"
"12726","IFT172"
"12727","GAS7"
"12728","CMAHP"
"12729","NEIL1"
"12730","HNF1B"
"12731","PLEKHB1"
"12732","SOX30"
"12733","PPP4R2"
"12734","EIF1B"
"12735","LAS1L"
"12736","USP39"
"12737","WWOX"
"12738","SLC35B4"
"12739","KHNYN"
"12740","NAALADL2"
"12741","FAM86B2"
"12742","ABCC3"
"12743","EXD2"
"12744","DDX60"
"12745","IMPA2"
"12746","CDK9"
"12747","SNORD100"
"12748","MAP3K14"
"12749","DPEP2"
"12750","METTL21EP"
"12751","TBCD"
"12752","POPDC2"
"12753","THEGL"
"12754","LOC100129148"
"12755","TMEM213"
"12756","RNASEH2B"
"12757","C9orf72"
"12758","YWHAQ"
"12759","LINC01135"
"12760","SLFN5"
"12761","LOC101927795"
"12762","CDKL2"
"12763","UBA5"
"12764","HABP4"
"12765","N4BP2L2"
"12766","KIF1B"
"12767","ELF2"
"12768","RAB40C"
"12769","RNF223"
"12770","KMT2C"
"12771","SFMBT1"
"12772","C5orf66"
"12773","GRM1"
"12774","ADAP1"
"12775","SMARCB1"
"12776","C19orf47"
"12777","DPY19L2P3"
"12778","SNRNP200"
"12779","EIF3D"
"12780","ELP5"
"12781","TYW3"
"12782","FGF14-AS2"
"12783","NTN4"
"12784","CATSPERG"
"12785","MAP3K4"
"12786","TFCP2L1"
"12787","RIMBP2"
"12788","ZNF106"
"12789","KARS"
"12790","TMEM80"
"12791","ZNF221"
"12792","SOSTDC1"
"12793","ZNF101"
"12794","TTN-AS1"
"12795","BMP2K"
"12796","FAM217B"
"12797","LENG9"
"12798","ZSCAN5A"
"12799","BATF"
"12800","KCNC4"
"12801","TKT"
"12802","ARHGAP12"
"12803","FCRLB"
"12804","NME5"
"12805","CCNB1"
"12806","TSPYL1"
"12807","NLK"
"12808","SCARNA12"
"12809","C2CD3"
"12810","DHX37"
"12811","PDIA3P1"
"12812","TRPC1"
"12813","CHEK1"
"12814","OAZ1"
"12815","ARL2BP"
"12816","SMO"
"12817","ZNF626"
"12818","ETV4"
"12819","PCDH18"
"12820","FAT2"
"12821","TTC13"
"12822","GART"
"12823","CTSL"
"12824","TMEM253"
"12825","NDUFA11"
"12826","MYL9"
"12827","TMEM52"
"12828","LSM4"
"12829","MBNL3"
"12830","CMTR1"
"12831","ZNF70"
"12832","KLHDC8A"
"12833","PCDHB1"
"12834","SNAI3"
"12835","DYRK1B"
"12836","MTX1"
"12837","SOX4"
"12838","FUT1"
"12839","MAPK8"
"12840","TRANK1"
"12841","IPO8"
"12842","TFE3"
"12843","TNNT3"
"12844","HS1BP3"
"12845","DCTN2"
"12846","SIPA1L1"
"12847","FBXO8"
"12848","PRDM10"
"12849","FBXO2"
"12850","RASL10B"
"12851","HELQ"
"12852","MAPRE1"
"12853","MYC"
"12854","CYP1B1"
"12855","OLFM4"
"12856","CNTN1"
"12857","SAFB2"
"12858","ZFAND3"
"12859","CACNA1C"
"12860","CCNF"
"12861","UBE2E3"
"12862","LLGL2"
"12863","NPRL2"
"12864","ANGPTL4"
"12865","DPY19L1P1"
"12866","SYN1"
"12867","RCN3"
"12868","ZNF239"
"12869","MSL1"
"12870","CCNY"
"12871","LIPT2"
"12872","MAP2K4P1"
"12873","CCDC144CP"
"12874","SNORA74A"
"12875","CCDC18"
"12876","PPP1R10"
"12877","MBL1P"
"12878","ZNF862"
"12879","EIF4E2"
"12880","FAM133CP"
"12881","MROH6"
"12882","NETO2"
"12883","C4orf33"
"12884","LOC102724094"
"12885","HGSNAT"
"12886","LINC00960"
"12887","ABHD12"
"12888","FBXO42"
"12889","RRN3P1"
"12890","BLM"
"12891","SLC27A2"
"12892","METRNL"
"12893","MIR24-1"
"12894","RPAP2"
"12895","LOC101927604"
"12896","SGPL1"
"12897","SLC2A13"
"12898","REM1"
"12899","OSBPL9"
"12900","ISOC2"
"12901","MIPEP"
"12902","ITM2B"
"12903","NFKBIB"
"12904","ZNF609"
"12905","ZNF721"
"12906","GBA"
"12907","FUCA1"
"12908","RPUSD2"
"12909","C19orf24"
"12910","SEC24C"
"12911","RAB6A"
"12912","WDR91"
"12913","C9orf43"
"12914","HELLS"
"12915","CARD17"
"12916","ZNF641"
"12917","NCOR1"
"12918","S100A3"
"12919","CASP6"
"12920","ZNF654"
"12921","SFMBT2"
"12922","TMEM51"
"12923","DHTKD1"
"12924","SH3BP1"
"12925","GLE1"
"12926","GLIS3-AS1"
"12927","BGN"
"12928","TRIM22"
"12929","SCARNA4"
"12930","RRAD"
"12931","TOX"
"12932","ZNF596"
"12933","AP4S1"
"12934","IPP"
"12935","CDK14"
"12936","ARHGEF9"
"12937","NUF2"
"12938","REV3L"
"12939","PARP16"
"12940","ZNF582"
"12941","HNF4A"
"12942","RPL31"
"12943","SPAG4"
"12944","RGS1"
"12945","CLCA4"
"12946","TARBP1"
"12947","ZNF506"
"12948","TCTN3"
"12949","BHLHA15"
"12950","RASSF7"
"12951","SLC9A2"
"12952","HEY2"
"12953","LPP-AS2"
"12954","CHST6"
"12955","SRRM1"
"12956","WDR12"
"12957","INPP5F"
"12958","ZFHX3"
"12959","COPS2"
"12960","CYTH4"
"12961","WIPI2"
"12962","ABCC6P2"
"12963","PIP4K2C"
"12964","UIMC1"
"12965","CYP4Z1"
"12966","TFF3"
"12967","CNNM3"
"12968","USP30"
"12969","CSPP1"
"12970","RSU1"
"12971","CCDC85B"
"12972","SPIRE1"
"12973","ZMIZ1"
"12974","GET4"
"12975","SPOP"
"12976","B3GALNT1"
"12977","ARF3"
"12978","FMO6P"
"12979","RPS6KA6"
"12980","CHMP3"
"12981","BPIFA1"
"12982","CDK4"
"12983","LOC101927023"
"12984","ATP12A"
"12985","RAB1A"
"12986","COMP"
"12987","SAMD8"
"12988","SERPINB3"
"12989","GBP1"
"12990","DNAJB6"
"12991","DNHD1"
"12992","RHBDF2"
"12993","SLC26A4-AS1"
"12994","RANBP9"
"12995","MAMLD1"
"12996","ARHGAP32"
"12997","TRIO"
"12998","PELI3"
"12999","CHMP5"
"13000","TDRD9"
"13001","ILF3"
"13002","EPC2"
"13003","ENSA"
"13004","PPP1R13B"
"13005","PACS1"
"13006","TRIM46"
"13007","FUS"
"13008","PCBP2"
"13009","HERC2P2"
"13010","C2orf42"
"13011","NUP153"
"13012","PET117"
"13013","KYNU"
"13014","C8orf33"
"13015","APLF"
"13016","STYX"
"13017","NGFR"
"13018","DUOX1"
"13019","C6orf203"
"13020","ROCK1P1"
"13021","CPNE8"
"13022","NOM1"
"13023","GCH1"
"13024","KIRREL3"
"13025","ITGAL"
"13026","FAM83G"
"13027","ZDHHC17"
"13028","CLHC1"
"13029","NAT1"
"13030","CPNE1"
"13031","RAVER2"
"13032","MZT2B"
"13033","UBA1"
"13034","TRAM1"
"13035","GEMIN4"
"13036","DNAJB2"
"13037","MCM10"
"13038","CYBRD1"
"13039","TMEM115"
"13040","SETSIP"
"13041","LOC148709"
"13042","CPEB2"
"13043","AZI2"
"13044","TPPP"
"13045","EXO5"
"13046","CSRNP2"
"13047","OR7E91P"
"13048","NANOS3"
"13049","BCAS3"
"13050","PIK3C2B"
"13051","CAB39L"
"13052","HIST1H2AL"
"13053","SYMPK"
"13054","BLOC1S4"
"13055","PDK1"
"13056","LOC256880"
"13057","SETD4"
"13058","ARL6IP4"
"13059","ZNF285"
"13060","HLA-E"
"13061","IFT22"
"13062","PTGS1"
"13063","KDM4D"
"13064","TPGS2"
"13065","CKAP4"
"13066","U2AF1L4"
"13067","SNRNP40"
"13068","RPL13AP20"
"13069","ASB16-AS1"
"13070","TPM4"
"13071","RAB33B"
"13072","ANKRD16"
"13073","ADCY7"
"13074","SPATA12"
"13075","KRT17"
"13076","NLE1"
"13077","CISD1"
"13078","AKR1E2"
"13079","WDR35"
"13080","LETMD1"
"13081","FRS2"
"13082","CAMK2G"
"13083","TPMT"
"13084","WBP4"
"13085","PLAGL2"
"13086","ZNF790"
"13087","APMAP"
"13088","KIAA0586"
"13089","KRT10"
"13090","PGRMC1"
"13091","INTS6-AS1"
"13092","ZNF131"
"13093","WAC-AS1"
"13094","GRB10"
"13095","NFYC-AS1"
"13096","CIT"
"13097","SCARNA2"
"13098","ADAM17"
"13099","DNAJC2"
"13100","C16orf91"
"13101","AKT1"
"13102","TARSL2"
"13103","LINC00278"
"13104","MTBP"
"13105","MIR27B"
"13106","MAP3K10"
"13107","SLFN12L"
"13108","SLC25A29"
"13109","USH1C"
"13110","PPP1R21"
"13111","LOC729966"
"13112","SEMA4A"
"13113","PDCD6IP"
"13114","RPL4"
"13115","ZNF568"
"13116","PSTK"
"13117","ETNK2"
"13118","CUL1"
"13119","PHC3"
"13120","MAD2L1"
"13121","CDKN2A"
"13122","LINC00999"
"13123","RBMS3"
"13124","RNF144B"
"13125","RALBP1"
"13126","SLC40A1"
